"TIME","GEO","UNIT","PURPOSE","DURATION","PARTNER","Value","Flag and Footnotes"
"2012","Belgium","Number","Personal reasons","1 night or over","Domestic country","2,485,447",""
"2012","Belgium","Number","Personal reasons","1 night or over","Outbound","7,673,540",""
"2012","Belgium","Number","Professional, business","1 night or over","Domestic country","293,209",""
"2012","Belgium","Number","Professional, business","1 night or over","Outbound","1,902,297",""
"2012","Bulgaria","Number","Personal reasons","1 night or over","Domestic country","3,006,110","b"
"2012","Bulgaria","Number","Personal reasons","1 night or over","Outbound","417,654","b"
"2012","Bulgaria","Number","Professional, business","1 night or over","Domestic country","100,860","b"
"2012","Bulgaria","Number","Professional, business","1 night or over","Outbound","51,582","bu"
"2012","Czechia","Number","Personal reasons","1 night or over","Domestic country","25,986,952",""
"2012","Czechia","Number","Personal reasons","1 night or over","Outbound","5,419,360",""
"2012","Czechia","Number","Professional, business","1 night or over","Domestic country","893,577",""
"2012","Czechia","Number","Professional, business","1 night or over","Outbound","558,537",""
"2012","Denmark","Number","Personal reasons","1 night or over","Domestic country","20,437,399",""
"2012","Denmark","Number","Personal reasons","1 night or over","Outbound","6,005,897",""
"2012","Denmark","Number","Professional, business","1 night or over","Domestic country","969,317",""
"2012","Denmark","Number","Professional, business","1 night or over","Outbound","1,751,367",""
"2012","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","1 night or over","Domestic country","130,076,882",""
"2012","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","1 night or over","Outbound","69,689,109",""
"2012","Germany (until 1990 former territory of the FRG)","Number","Professional, business","1 night or over","Domestic country","34,718,357",""
"2012","Germany (until 1990 former territory of the FRG)","Number","Professional, business","1 night or over","Outbound","13,039,638",""
"2012","Estonia","Number","Personal reasons","1 night or over","Domestic country","1,603,942",""
"2012","Estonia","Number","Personal reasons","1 night or over","Outbound","909,937",""
"2012","Estonia","Number","Professional, business","1 night or over","Domestic country","157,109",""
"2012","Estonia","Number","Professional, business","1 night or over","Outbound","236,870",""
"2012","Ireland","Number","Personal reasons","1 night or over","Domestic country","6,108,903",""
"2012","Ireland","Number","Personal reasons","1 night or over","Outbound","5,007,475",""
"2012","Ireland","Number","Professional, business","1 night or over","Domestic country","341,339",""
"2012","Ireland","Number","Professional, business","1 night or over","Outbound","567,989",""
"2012","Greece","Number","Personal reasons","1 night or over","Domestic country","6,257,327",""
"2012","Greece","Number","Personal reasons","1 night or over","Outbound","520,872",""
"2012","Greece","Number","Professional, business","1 night or over","Domestic country","249,327",""
"2012","Greece","Number","Professional, business","1 night or over","Outbound","59,506",""
"2012","Spain","Number","Personal reasons","1 night or over","Domestic country","115,084,699",""
"2012","Spain","Number","Personal reasons","1 night or over","Outbound","9,183,640",""
"2012","Spain","Number","Professional, business","1 night or over","Domestic country","11,147,055",""
"2012","Spain","Number","Professional, business","1 night or over","Outbound","1,898,489",""
"2012","France","Number","Personal reasons","1 night or over","Domestic country","181,517,827",""
"2012","France","Number","Personal reasons","1 night or over","Outbound","21,666,911",""
"2012","France","Number","Professional, business","1 night or over","Domestic country","18,861,833",""
"2012","France","Number","Professional, business","1 night or over","Outbound","2,978,566",""
"2012","Croatia","Number","Personal reasons","1 night or over","Domestic country","5,111,093",""
"2012","Croatia","Number","Personal reasons","1 night or over","Outbound","2,173,381",""
"2012","Croatia","Number","Professional, business","1 night or over","Domestic country","944,814",""
"2012","Croatia","Number","Professional, business","1 night or over","Outbound","507,424",""
"2012","Italy","Number","Personal reasons","1 night or over","Domestic country","43,131,050",""
"2012","Italy","Number","Personal reasons","1 night or over","Outbound","12,024,406",""
"2012","Italy","Number","Professional, business","1 night or over","Domestic country","7,483,570",""
"2012","Italy","Number","Professional, business","1 night or over","Outbound","2,174,622",""
"2012","Cyprus","Number","Personal reasons","1 night or over","Domestic country","1,336,115","b"
"2012","Cyprus","Number","Personal reasons","1 night or over","Outbound","947,499","b"
"2012","Cyprus","Number","Professional, business","1 night or over","Domestic country","33,674","b"
"2012","Cyprus","Number","Professional, business","1 night or over","Outbound","227,523","b"
"2012","Latvia","Number","Personal reasons","1 night or over","Domestic country","3,635,701",""
"2012","Latvia","Number","Personal reasons","1 night or over","Outbound","1,116,903",""
"2012","Latvia","Number","Professional, business","1 night or over","Domestic country","160,369",""
"2012","Latvia","Number","Professional, business","1 night or over","Outbound","280,598",""
"2012","Lithuania","Number","Personal reasons","1 night or over","Domestic country","2,204,661",""
"2012","Lithuania","Number","Personal reasons","1 night or over","Outbound","1,387,157",""
"2012","Lithuania","Number","Professional, business","1 night or over","Domestic country","310,796",""
"2012","Lithuania","Number","Professional, business","1 night or over","Outbound","320,334",""
"2012","Luxembourg","Number","Personal reasons","1 night or over","Domestic country","43,172",""
"2012","Luxembourg","Number","Personal reasons","1 night or over","Outbound","1,311,703",""
"2012","Luxembourg","Number","Professional, business","1 night or over","Domestic country",":","u"
"2012","Luxembourg","Number","Professional, business","1 night or over","Outbound","268,421",""
"2012","Hungary","Number","Personal reasons","1 night or over","Domestic country","13,990,742",""
"2012","Hungary","Number","Personal reasons","1 night or over","Outbound","3,567,594",""
"2012","Hungary","Number","Professional, business","1 night or over","Domestic country","452,281",""
"2012","Hungary","Number","Professional, business","1 night or over","Outbound","483,285",""
"2012","Malta","Number","Personal reasons","1 night or over","Domestic country","200,378",""
"2012","Malta","Number","Personal reasons","1 night or over","Outbound","237,227",""
"2012","Malta","Number","Professional, business","1 night or over","Domestic country",":","u"
"2012","Malta","Number","Professional, business","1 night or over","Outbound","58,833",""
"2012","Netherlands","Number","Personal reasons","1 night or over","Domestic country","27,526,206","b"
"2012","Netherlands","Number","Personal reasons","1 night or over","Outbound","16,705,105","b"
"2012","Netherlands","Number","Professional, business","1 night or over","Domestic country","1,113,705","b"
"2012","Netherlands","Number","Professional, business","1 night or over","Outbound","1,148,991","b"
"2012","Austria","Number","Personal reasons","1 night or over","Domestic country","9,015,192",""
"2012","Austria","Number","Personal reasons","1 night or over","Outbound","8,986,436",""
"2012","Austria","Number","Professional, business","1 night or over","Domestic country","1,946,662",""
"2012","Austria","Number","Professional, business","1 night or over","Outbound","1,973,910",""
"2012","Poland","Number","Personal reasons","1 night or over","Domestic country","38,586,107",""
"2012","Poland","Number","Personal reasons","1 night or over","Outbound","6,807,487",""
"2012","Poland","Number","Professional, business","1 night or over","Domestic country","4,402,250",""
"2012","Poland","Number","Professional, business","1 night or over","Outbound","2,462,096",""
"2012","Portugal","Number","Personal reasons","1 night or over","Domestic country","11,845,548",""
"2012","Portugal","Number","Personal reasons","1 night or over","Outbound","981,475",""
"2012","Portugal","Number","Professional, business","1 night or over","Domestic country","824,653",""
"2012","Portugal","Number","Professional, business","1 night or over","Outbound","379,530",""
"2012","Romania","Number","Personal reasons","1 night or over","Domestic country","15,639,388",""
"2012","Romania","Number","Personal reasons","1 night or over","Outbound","771,254",""
"2012","Romania","Number","Professional, business","1 night or over","Domestic country","411,512",""
"2012","Romania","Number","Professional, business","1 night or over","Outbound",":","u"
"2012","Slovenia","Number","Personal reasons","1 night or over","Domestic country","1,974,899",""
"2012","Slovenia","Number","Personal reasons","1 night or over","Outbound","2,079,418",""
"2012","Slovenia","Number","Professional, business","1 night or over","Domestic country","89,711",""
"2012","Slovenia","Number","Professional, business","1 night or over","Outbound","394,995",""
"2012","Slovakia","Number","Personal reasons","1 night or over","Domestic country","3,582,368",""
"2012","Slovakia","Number","Personal reasons","1 night or over","Outbound","2,386,766",""
"2012","Slovakia","Number","Professional, business","1 night or over","Domestic country","894,710",""
"2012","Slovakia","Number","Professional, business","1 night or over","Outbound","302,384","u"
"2012","Finland","Number","Personal reasons","1 night or over","Domestic country","26,771,129","b"
"2012","Finland","Number","Personal reasons","1 night or over","Outbound","7,126,566","b"
"2012","Finland","Number","Professional, business","1 night or over","Domestic country","4,143,570","b"
"2012","Finland","Number","Professional, business","1 night or over","Outbound","1,950,616","b"
"2012","Sweden","Number","Personal reasons","1 night or over","Domestic country",":",""
"2012","Sweden","Number","Personal reasons","1 night or over","Outbound",":",""
"2012","Sweden","Number","Professional, business","1 night or over","Domestic country",":",""
"2012","Sweden","Number","Professional, business","1 night or over","Outbound",":",""
"2013","Belgium","Number","Personal reasons","1 night or over","Domestic country","2,574,641",""
"2013","Belgium","Number","Personal reasons","1 night or over","Outbound","9,636,505",""
"2013","Belgium","Number","Professional, business","1 night or over","Domestic country","78,641",""
"2013","Belgium","Number","Professional, business","1 night or over","Outbound","1,039,954",""
"2013","Bulgaria","Number","Personal reasons","1 night or over","Domestic country","3,259,295",""
"2013","Bulgaria","Number","Personal reasons","1 night or over","Outbound","483,363",""
"2013","Bulgaria","Number","Professional, business","1 night or over","Domestic country","153,968",""
"2013","Bulgaria","Number","Professional, business","1 night or over","Outbound","69,088",""
"2013","Czechia","Number","Personal reasons","1 night or over","Domestic country","24,304,012",""
"2013","Czechia","Number","Personal reasons","1 night or over","Outbound","5,304,202",""
"2013","Czechia","Number","Professional, business","1 night or over","Domestic country","1,194,620",""
"2013","Czechia","Number","Professional, business","1 night or over","Outbound","477,283",""
"2013","Denmark","Number","Personal reasons","1 night or over","Domestic country","22,215,862","b"
"2013","Denmark","Number","Personal reasons","1 night or over","Outbound","7,065,345","b"
"2013","Denmark","Number","Professional, business","1 night or over","Domestic country","1,374,180","b"
"2013","Denmark","Number","Professional, business","1 night or over","Outbound","1,136,372","b"
"2013","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","1 night or over","Domestic country","130,818,258",""
"2013","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","1 night or over","Outbound","76,408,381",""
"2013","Germany (until 1990 former territory of the FRG)","Number","Professional, business","1 night or over","Domestic country","30,305,208",""
"2013","Germany (until 1990 former territory of the FRG)","Number","Professional, business","1 night or over","Outbound","11,050,172",""
"2013","Estonia","Number","Personal reasons","1 night or over","Domestic country","1,556,379",""
"2013","Estonia","Number","Personal reasons","1 night or over","Outbound","893,467",""
"2013","Estonia","Number","Professional, business","1 night or over","Domestic country","177,207",""
"2013","Estonia","Number","Professional, business","1 night or over","Outbound","272,355",""
"2013","Ireland","Number","Personal reasons","1 night or over","Domestic country","6,194,266",""
"2013","Ireland","Number","Personal reasons","1 night or over","Outbound","4,938,543",""
"2013","Ireland","Number","Professional, business","1 night or over","Domestic country","353,588",""
"2013","Ireland","Number","Professional, business","1 night or over","Outbound","643,225",""
"2013","Greece","Number","Personal reasons","1 night or over","Domestic country","4,615,278",""
"2013","Greece","Number","Personal reasons","1 night or over","Outbound","547,366",""
"2013","Greece","Number","Professional, business","1 night or over","Domestic country","298,451",""
"2013","Greece","Number","Professional, business","1 night or over","Outbound","123,212",""
"2013","Spain","Number","Personal reasons","1 night or over","Domestic country","113,318,596",""
"2013","Spain","Number","Personal reasons","1 night or over","Outbound","8,228,858",""
"2013","Spain","Number","Professional, business","1 night or over","Domestic country","9,055,320",""
"2013","Spain","Number","Professional, business","1 night or over","Outbound","1,747,962",""
"2013","France","Number","Personal reasons","1 night or over","Domestic country","181,318,156",""
"2013","France","Number","Personal reasons","1 night or over","Outbound","22,284,136",""
"2013","France","Number","Professional, business","1 night or over","Domestic country","18,211,943",""
"2013","France","Number","Professional, business","1 night or over","Outbound","3,135,770",""
"2013","Croatia","Number","Personal reasons","1 night or over","Domestic country","5,350,704",""
"2013","Croatia","Number","Personal reasons","1 night or over","Outbound","2,358,676",""
"2013","Croatia","Number","Professional, business","1 night or over","Domestic country","874,177",""
"2013","Croatia","Number","Professional, business","1 night or over","Outbound","567,833",""
"2013","Italy","Number","Personal reasons","1 night or over","Domestic country","36,476,703",""
"2013","Italy","Number","Personal reasons","1 night or over","Outbound","9,948,283",""
"2013","Italy","Number","Professional, business","1 night or over","Domestic country","4,338,391",""
"2013","Italy","Number","Professional, business","1 night or over","Outbound","1,248,744",""
"2013","Cyprus","Number","Personal reasons","1 night or over","Domestic country","1,263,806",""
"2013","Cyprus","Number","Personal reasons","1 night or over","Outbound","909,179",""
"2013","Cyprus","Number","Professional, business","1 night or over","Domestic country","40,049",""
"2013","Cyprus","Number","Professional, business","1 night or over","Outbound","192,621",""
"2013","Latvia","Number","Personal reasons","1 night or over","Domestic country","3,014,573",""
"2013","Latvia","Number","Personal reasons","1 night or over","Outbound","965,816",""
"2013","Latvia","Number","Professional, business","1 night or over","Domestic country","141,623",""
"2013","Latvia","Number","Professional, business","1 night or over","Outbound","280,333",""
"2013","Lithuania","Number","Personal reasons","1 night or over","Domestic country","2,271,439",""
"2013","Lithuania","Number","Personal reasons","1 night or over","Outbound","1,425,809",""
"2013","Lithuania","Number","Professional, business","1 night or over","Domestic country","317,211",""
"2013","Lithuania","Number","Professional, business","1 night or over","Outbound","338,338",""
"2013","Luxembourg","Number","Personal reasons","1 night or over","Domestic country","52,594",""
"2013","Luxembourg","Number","Personal reasons","1 night or over","Outbound","1,351,647",""
"2013","Luxembourg","Number","Professional, business","1 night or over","Domestic country",":","u"
"2013","Luxembourg","Number","Professional, business","1 night or over","Outbound","272,701",""
"2013","Hungary","Number","Personal reasons","1 night or over","Domestic country","11,608,394",""
"2013","Hungary","Number","Personal reasons","1 night or over","Outbound","3,694,925",""
"2013","Hungary","Number","Professional, business","1 night or over","Domestic country","303,029",""
"2013","Hungary","Number","Professional, business","1 night or over","Outbound","443,321",""
"2013","Malta","Number","Personal reasons","1 night or over","Domestic country","184,940",""
"2013","Malta","Number","Personal reasons","1 night or over","Outbound","272,927",""
"2013","Malta","Number","Professional, business","1 night or over","Domestic country",":","u"
"2013","Malta","Number","Professional, business","1 night or over","Outbound","63,306",""
"2013","Netherlands","Number","Personal reasons","1 night or over","Domestic country","24,795,926",""
"2013","Netherlands","Number","Personal reasons","1 night or over","Outbound","16,313,778",""
"2013","Netherlands","Number","Professional, business","1 night or over","Domestic country","1,043,986",""
"2013","Netherlands","Number","Professional, business","1 night or over","Outbound","1,093,358",""
"2013","Austria","Number","Personal reasons","1 night or over","Domestic country","9,682,051",""
"2013","Austria","Number","Personal reasons","1 night or over","Outbound","8,557,840",""
"2013","Austria","Number","Professional, business","1 night or over","Domestic country","2,047,765",""
"2013","Austria","Number","Professional, business","1 night or over","Outbound","2,113,572",""
"2013","Poland","Number","Personal reasons","1 night or over","Domestic country","38,986,942",""
"2013","Poland","Number","Personal reasons","1 night or over","Outbound","8,394,793",""
"2013","Poland","Number","Professional, business","1 night or over","Domestic country","3,534,966",""
"2013","Poland","Number","Professional, business","1 night or over","Outbound","1,577,078",""
"2013","Portugal","Number","Personal reasons","1 night or over","Domestic country","12,663,903",""
"2013","Portugal","Number","Personal reasons","1 night or over","Outbound","994,575",""
"2013","Portugal","Number","Professional, business","1 night or over","Domestic country","947,240",""
"2013","Portugal","Number","Professional, business","1 night or over","Outbound","334,741",""
"2013","Romania","Number","Personal reasons","1 night or over","Domestic country","16,223,234",""
"2013","Romania","Number","Personal reasons","1 night or over","Outbound","954,379",""
"2013","Romania","Number","Professional, business","1 night or over","Domestic country","498,687",""
"2013","Romania","Number","Professional, business","1 night or over","Outbound",":","u"
"2013","Slovenia","Number","Personal reasons","1 night or over","Domestic country","1,922,972",""
"2013","Slovenia","Number","Personal reasons","1 night or over","Outbound","2,293,665",""
"2013","Slovenia","Number","Professional, business","1 night or over","Domestic country","102,362",""
"2013","Slovenia","Number","Professional, business","1 night or over","Outbound","317,985",""
"2013","Slovakia","Number","Personal reasons","1 night or over","Domestic country","3,838,923","b"
"2013","Slovakia","Number","Personal reasons","1 night or over","Outbound","1,894,077","b"
"2013","Slovakia","Number","Professional, business","1 night or over","Domestic country","926,568","bu"
"2013","Slovakia","Number","Professional, business","1 night or over","Outbound","234,891","bu"
"2013","Finland","Number","Personal reasons","1 night or over","Domestic country","26,527,497",""
"2013","Finland","Number","Personal reasons","1 night or over","Outbound","7,023,765",""
"2013","Finland","Number","Professional, business","1 night or over","Domestic country","3,951,724",""
"2013","Finland","Number","Professional, business","1 night or over","Outbound","1,579,818",""
"2013","Sweden","Number","Personal reasons","1 night or over","Domestic country",":",""
"2013","Sweden","Number","Personal reasons","1 night or over","Outbound",":",""
"2013","Sweden","Number","Professional, business","1 night or over","Domestic country",":",""
"2013","Sweden","Number","Professional, business","1 night or over","Outbound",":",""
"2014","Belgium","Number","Personal reasons","1 night or over","Domestic country","2,202,277",""
"2014","Belgium","Number","Personal reasons","1 night or over","Outbound","9,864,730",""
"2014","Belgium","Number","Professional, business","1 night or over","Domestic country","51,296",""
"2014","Belgium","Number","Professional, business","1 night or over","Outbound","912,969",""
"2014","Bulgaria","Number","Personal reasons","1 night or over","Domestic country","3,012,004",""
"2014","Bulgaria","Number","Personal reasons","1 night or over","Outbound","566,592",""
"2014","Bulgaria","Number","Professional, business","1 night or over","Domestic country","158,118",""
"2014","Bulgaria","Number","Professional, business","1 night or over","Outbound","37,080","u"
"2014","Czechia","Number","Personal reasons","1 night or over","Domestic country","26,196,815",""
"2014","Czechia","Number","Personal reasons","1 night or over","Outbound","5,245,220",""
"2014","Czechia","Number","Professional, business","1 night or over","Domestic country","845,229",""
"2014","Czechia","Number","Professional, business","1 night or over","Outbound","405,361",""
"2014","Denmark","Number","Personal reasons","1 night or over","Domestic country","22,904,453",""
"2014","Denmark","Number","Personal reasons","1 night or over","Outbound","7,307,355",""
"2014","Denmark","Number","Professional, business","1 night or over","Domestic country","969,083",""
"2014","Denmark","Number","Professional, business","1 night or over","Outbound","1,137,420",""
"2014","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","1 night or over","Domestic country","123,741,073",""
"2014","Germany (until 1990 former territory of the FRG)","Number","Personal reasons","1 night or over","Outbound","73,447,789",""
"2014","Germany (until 1990 former territory of the FRG)","Number","Professional, business","1 night or over","Domestic country","30,160,866",""
"2014","Germany (until 1990 former territory of the FRG)","Number","Professional, business","1 night or over","Outbound","9,560,219",""
"2014","Estonia","Number","Personal reasons","1 night or over","Domestic country","2,256,060",""
"2014","Estonia","Number","Personal reasons","1 night or over","Outbound","1,029,906",""
"2014","Estonia","Number","Professional, business","1 night or over","Domestic country","316,273",""
"2014","Estonia","Number","Professional, business","1 night or over","Outbound","395,604",""
"2014","Ireland","Number","Personal reasons","1 night or over","Domestic country","6,450,941",""
"2014","Ireland","Number","Personal reasons","1 night or over","Outbound","4,921,151",""
"2014","Ireland","Number","Professional, business","1 night or over","Domestic country","434,755",""
"2014","Ireland","Number","Professional, business","1 night or over","Outbound","720,858",""
"2014","Greece","Number","Personal reasons","1 night or over","Domestic country","5,340,341",""
"2014","Greece","Number","Personal reasons","1 night or over","Outbound","631,374",""
"2014","Greece","Number","Professional, business","1 night or over","Domestic country","281,641",""
"2014","Greece","Number","Professional, business","1 night or over","Outbound","81,107",""
"2014","Spain","Number","Personal reasons","1 night or over","Domestic country","110,258,727",""
"2014","Spain","Number","Personal reasons","1 night or over","Outbound","8,690,930",""
"2014","Spain","Number","Professional, business","1 night or over","Domestic country","7,361,234",""
"2014","Spain","Number","Professional, business","1 night or over","Outbound","1,622,424",""
"2014","France","Number","Personal reasons","1 night or over","Domestic country","181,739,243",""
"2014","France","Number","Personal reasons","1 night or over","Outbound","24,164,544",""
"2014","France","Number","Professional, business","1 night or over","Domestic country","17,189,920",""
"2014","France","Number","Professional, business","1 night or over","Outbound","3,166,888",""
"2014","Croatia","Number","Personal reasons","1 night or over","Domestic country","4,623,508",""
"2014","Croatia","Number","Personal reasons","1 night or over","Outbound","2,026,314",""
"2014","Croatia","Number","Professional, business","1 night or over","Domestic country","786,671",""
"2014","Croatia","Number","Professional, business","1 night or over","Outbound","736,939",""
"2014","Italy","Number","Personal reasons","1 night or over","Domestic country","37,222,958","b"
"2014","Italy","Number","Personal reasons","1 night or over","Outbound","9,658,271","b"
"2014","Italy","Number","Professional, business","1 night or over","Domestic country","6,293,728","b"
"2014","Italy","Number","Professional, business","1 night or over","Outbound","1,817,832","b"
"2014","Cyprus","Number","Personal reasons","1 night or over","Domestic country","1,272,010",""
"2014","Cyprus","Number","Personal reasons","1 night or over","Outbound","998,220",""
"2014","Cyprus","Number","Professional, business","1 night or over","Domestic country","25,204","u"
"2014","Cyprus","Number","Professional, business","1 night or over","Outbound","199,393",""
"2014","Latvia","Number","Personal reasons","1 night or over","Domestic country","3,172,774",""
"2014","Latvia","Number","Personal reasons","1 night or over","Outbound","1,196,966",""
"2014","Latvia","Number","Professional, business","1 night or over","Domestic country","84,990","u"
"2014","Latvia","Number","Professional, business","1 night or over","Outbound","165,140",""
"2014","Lithuania","Number","Personal reasons","1 night or over","Domestic country","2,316,241",""
"2014","Lithuania","Number","Personal reasons","1 night or over","Outbound","1,424,229",""
"2014","Lithuania","Number","Professional, business","1 night or over","Domestic country","332,975",""
"2014","Lithuania","Number","Professional, business","1 night or over","Outbound","364,387",""
"2014","Luxembourg","Number","Personal reasons","1 night or over","Domestic country","25,440",""
"2014","Luxembourg","Number","Personal reasons","1 night or over","Outbound","1,515,500",""
"2014","Luxembourg","Number","Professional, business","1 night or over","Domestic country",":","u"
"2014","Luxembourg","Number","Professional, business","1 night or over","Outbound","299,608",""
"2014","Hungary","Number","Personal reasons","1 night or over","Domestic country","12,258,070",""
"2014","Hungary","Number","Personal reasons","1 night or over","Outbound","4,301,971",""
"2014","Hungary","Number","Professional, business","1 night or over","Domestic country","325,714",""
"2014","Hungary","Number","Professional, business","1 night or over","Outbound","431,488",""
"2014","Malta","Number","Personal reasons","1 night or over","Domestic country","195,981","b"
"2014","Malta","Number","Personal reasons","1 night or over","Outbound","289,822","b"
"2014","Malta","Number","Professional, business","1 night or over","Domestic country",":","u"
